_id,mmsi,shipCallSigns,shipName,shipSize,shipType,shipWidth
67639b212b3a105b2deb7a02,994126810,,XY8 VIRTUAL         ,0,,0
6763baa32b3a105b2df04bd8,538007144,V7XD6,UNION TRADER,190,"Cargo ship, General",32
6763c44c2b3a105b2df1e66a,413286290,BORB4,ZHENXIN3,133,"Cargo ship, General",36
6763c5052b3a105b2df20297,477699800,VRNZ2,DARYA TIANA,200,"Cargo ship, General",32
676443012b3a105b2d07287c,412620150,BUYQ,FANG  ZHOU  35,0,"Cargo ship, General",0
67644fff2b3a105b2d0942ea,357902000,H3DH,GREAT WENWU,235,"Cargo ship, General",43
6764721e2b3a105b2d0eba8b,352003838,3E5923,CN MINJIANG,190,"Cargo ship, General",32
676494232b3a105b2d1430be,477203300,VRLI3,SITC HOCHIMINH,143,"Cargo ship, General",23
676497e92b3a105b2d14c360,355432000,HPTH,NS HANGZHOU,225,"Cargo ship, General",32
6764a1f12b3a105b2d166a63,255806501,CQEW2,ERNA OLDENDORFF,182,"Cargo ship, General",30
6764b3c02b3a105b2d196049,412376240,BOYO6,BAO SHENG 51,99,"Cargo ship, General",16
6764c2632b3a105b2d1b8a55,341827001,V4HB8,PILATUS MARINE,190,"Cargo ship, General",32
6764c4892b3a105b2d1bd254,413562020,BPJK7,YI WANG FA ZHAN,134,"Cargo ship, General",19
6764c6a92b3a105b2d1c1360,563117100,9V6935,OPTIMAX I,120,"Cargo ship, Category Y",20
6764dbbe2b3a105b2d1f4f07,565127000,9VJK5,KOTA RAKYAT,146,"Cargo ship, General",23
676511592b3a105b2d283d3e,413540580,@@@@@@@,YUN XIANG 56,96,"Tanker, General",15
676531a52b3a105b2d2dd18d,413448880,BKQG6,NING YUAN 67,97,"Tanker, General",15
67653c962b3a105b2d2f85e9,412342024,123456,QIONGSANSHAYU02024,26,"Vessel, Fishing",6
676553072b3a105b2d3333c8,412803281,,QIONGLINYU00113,40,"HSC, General",8
676572c82b3a105b2d385ba2,538010506,V7A6143,SSI AURORA,200,"Cargo ship, General",32
676598062b3a105b2d3e4c34,211199266,TJM,GT,0,"Vessel, Sailing",0
6765b6372b3a105b2d4270c4,574006010,XVMC7,GT WIN,150,"Tanker, General",22
6765ba8b2b3a105b2d430e68,311000894,C6EH3,NIGHTSKY,292,"Cargo ship, General",45
6765ba952b3a105b2d430fb7,413533560,====,HUAHE6,119,"Tanker, General",18
6765cbdb2b3a105b2d45d794,413246370,BOKL2,JIAYUANTUO1,69,"Other types of ship, General",16
6765dd9a2b3a105b2d485984,357169000,3FAZ2,TBC PASSION,180,"Cargo ship, General",30
6765e9322b3a105b2d4a1dd8,413248880,BPNX5,HENGTONGLAN1,68,"Other types of ship, General",27
676603802b3a105b2d4e3af3,667002361,9LS2064,SHEN YU 22,180,"Cargo ship, General",30
6766206e2b3a105b2d521787,413162000,BPFW,ZUN YI TAN,184,"Tanker, General",33
676633632b3a105b2d548b4d,352004706,3E6968,BAO QIAO 77,147,"Cargo ship, General",21
67663fee2b3a105b2d565022,636023023,5LLO6,MSC MAPUTO,272,"Cargo ship, Category X",43
67667f582b3a105b2d5f0f0c,413458340,BKWJ6,XIEHAIYUANZHOU,140,"Cargo ship, General",21
6766870d2b3a105b2d601556,412357433,123123,SUGANYUYU57433,28,Not available / no ship,6
6766909c2b3a105b2d61652c,563235300,9V8962,ASIAN ENDURANCE,200,"Cargo ship, General",32
6766989b2b3a105b2d627e53,413519120,BPFZ7,BAO LIN HAI,119,"Cargo ship, General",20
6766b2aa2b3a105b2d65e307,413523770,BJLJ,TAN SUO YI HAO,95,"Vessel, Engaged in diving operations",18
6766b7bc2b3a105b2d66924c,574453000,3WPJ,VIMC PIONEER,121,"Cargo ship, General",15
6766ba1d2b3a105b2d66e758,414774000,BRJL,BAO XING LING,189,"Cargo ship, No additional information",32
6766e9012b3a105b2d6d4468,413536970,BPHI5,BO RUN JIU ZHOU,154,"Cargo ship, General",42
676713492b3a105b2d729da1,412803280,,QIONGLINYU01708,40,"HSC, General",8
6767179d2b3a105b2d732c0b,477769800,VRPD7,PACIFIC ABILITY,200,"Cargo ship, General",35
676722ca2b3a105b2d749173,352004647,3E6923,TAI HE SPRING,134,"Cargo ship, General",19
6767379a2b3a105b2d76f637,352003539,3E5187,NEWSUN SYMPHONY,170,"Cargo ship, General",27
676750202b3a105b2d7a24ca,249352000,9HA6231,AUGUST,198,"Cargo ship, General",32
676753e22b3a105b2d7ac120,565577000,9V2740,IVS THANDA,180,"Cargo ship, General",30
6767759c2b3a105b2d800a34,354263000,3FVR9,MIDORI,135,"Cargo ship, General",22
6767a11e2b3a105b2d867506,413215610,BOAX7,JIA  HONG  26,99,"Cargo ship, General",16
6767ac6d2b3a105b2d88169f,412357432,123456,HENGHAO32,33,Not available / no ship,6
6767b5292b3a105b2d896d09,564966000,9V2552,HAFNIA PANTHER,183,"Tanker, General",32
6767c3a52b3a105b2d8badc2,563199700,9V9076,ULIVIA,235,"Cargo ship, General",38
6767d6292b3a105b2d8e89d9,413508250,BMLR,JIN RUN 8,97,"Cargo ship, General",16
6767db2d2b3a105b2d8f585a,414405000,BTKC7,YUEDA2,228,"Cargo ship, General",36
6767eff12b3a105b2d925fae,563169900,9V8378,INTERASIA ENHANCE,186,"Cargo ship, General",35
6767f2cf2b3a105b2d92ca55,477966400,VRWA2,GREAT THALASSA,199,"Cargo ship, General",32
676812ce2b3a105b2d9798ce,538010260,V7A5818,YASA SAPPHIRE,229,"Cargo ship, General",32
676855d52b3a105b2da32f50,372582000,3EXO6,GOLDEN HACHI,127,"Tanker, General",21
67685b7f2b3a105b2da423c9,563233900,9V9984,HATTHAYA NAREE,180,"Cargo ship, General",30
67686e1e2b3a105b2da73b8c,636012796,A8HX3,YM IMAGE,173,"Cargo ship, General",28
6768a0a22b3a105b2db0352f,354947000,3EWO9,LADY ROSALIA,97,Not available / no ship,17
6768a1182b3a105b2db04abe,667002388,9LS2091,AKIMOTO,0,Not available / no ship,0
6768a47d2b3a105b2db0d825,636093230,5LNN8,BBC APOLLO,179,"Cargo ship, General",30
6768b0ea2b3a105b2db3123a,311001461,C6HH4,ASTRO SIRIUS,199,"Cargo ship, No additional information",32
6768c57a2b3a105b2db68059,413521910,,PENGYUAN 668,52,"Cargo ship, General",9
6768cdab2b3a105b2db800a4,677015700,5IM257,SC 606,111,"Cargo ship, General",20
6768cde52b3a105b2db80bde,413519620,,JIANG HAI 33,0,"Other types of ship, General",0
6768d0de2b3a105b2db89a3c,477282900,VRCC6,XIN SHANGHAI,337,"Cargo ship, Category OS",46
6768e3b92b3a105b2dbc275f,671309100,5VIG3,CREED,87,"Cargo ship, General",14
6768e8bd2b3a105b2dbd1042,352004287,3E7766,RED FOREST,138,"Cargo ship, General",33
6768f9ae2b3a105b2dc05940,636018017,D5NU5,DZ QINGDAO,189,"Cargo ship, General",32
67690b872b3a105b2dc3bd1d,352004580,3E6862,HAPPY VOYAGER,170,"Cargo ship, General",27
6769253d2b3a105b2dc88d99,413593390,,HONG XIANG 669,54,"Cargo ship, General",9
6769489d2b3a105b2dcf053d,412478670,@@@@@@@,YUEDONGGUANHUO1083,109,"Cargo ship, General",19
6769539f2b3a105b2dd0fa41,574004630,XVFW7,SILVER STAR,0,"Cargo ship, General",0
67697a002b3a105b2dd7a424,352004871,3E7100,OCEANWIN 10,91,"Cargo ship, General",15
6769ec852b3a105b2deb210b,371136000,3ELX4,VAST OCEAN 7,128,"Cargo ship, General",20
6769f7aa2b3a105b2ded4018,477959400,VRHL7,COSCO KUNLUNSHAN,178,"Cargo ship, General",28
6769fd902b3a105b2dee6735,352004205,3E7697,UNITY GLORY,167,"Cargo ship, General",23
676a17b92b3a105b2df331cd,413382240,@@@@@@@,HENG DA LI HAI,115,Not available / no ship,22
676a2c082b3a105b2df79deb,413339060,BOXT3,QIYUE 23,100,"Cargo ship, General",18
676a43832b3a105b2dfc81c0,373487000,3FXN8,HUA LI,186,"Cargo ship, General",30
676a4f4d2b3a105b2dfed7db,413489020,,HONG DA ZHUANG 1 HAO,55,"Other types of ship, General",22
676a50ab2b3a105b2dff1e04,414352340,,HAI LONG 19,39,Tug,11
676a5c1e2b3a105b2d016ca9,372041000,3EHZ6,PRECIOUS OCEAN,120,"Cargo ship, General",21
676a777f2b3a105b2d07113f,414351000,BOMV6,HONG YUN HENG TONG,225,"Cargo ship, General",32
676a8c312b3a105b2d0b0eb3,304881000,V2BO7,BBC AFRICA,120,"Cargo ship, General",20
676aa8282b3a105b2d104478,352001246,3E3995,REGINA ISLAND,182,"Cargo ship, General",30
676ab92d2b3a105b2d1364ba,210014000,5BFY4,PANAMAX BREEZE,225,"Cargo ship, General",32
676abbc52b3a105b2d13e317,414701000,BRPI,JI XIAN FENG,225,"Cargo ship, General",32
676ac7432b3a105b2d160f02,636024189,A8XQ6,BRISTOL,188,"Cargo ship, General",32
676ac8ae2b3a105b2d1653cf,563213300,9V8898,NANJING EXPRESS,215,"Cargo ship, Category Z",37
676ad6262b3a105b2d18d4ca,352004217,3E7709,HUI FENG HAI26,154,"Cargo ship, General",23
676aedb02b3a105b2d1d1ffe,636022774,5LKJ8,BBG YONGJIANG,228,"Cargo ship, General",32
676aff952b3a105b2d2017ed,413267720,BONY2,XING LAN JUN 6,118,"Vessel, Engaged in dredging or underwater operations",19
676b39152b3a105b2d2aa3e3,212419000,5BQQ6,MSC CALIDRIS III,213,"Cargo ship, Category X",32
676b42de2b3a105b2d2cc380,412365170,BOKE4,JINGXIANG168,112,"Cargo ship, General",25
676b62012b3a105b2d3300f9,414335335,@@@@@@@,WH,0,"Vessel, Fishing",0
676b8af12b3a105b2d3b4e1b,566181000,9V9570,NINGBO INNOVATION,225,"Cargo ship, General",32
676b971f2b3a105b2d3dc0da,412333078,0,33078,88,"Vessel, Fishing",6
676b9bed2b3a105b2d3ec07f,412366620,8L,JIAN HONG 108,70,"Cargo ship, General",16
676bb1f12b3a105b2d4376c6,538009716,V7A5078,THORCO LIVA,132,"Cargo ship, General",23
676bb7232b3a105b2d4490ee,413240740,BOHY6,XIN HUAN QIU,110,"Cargo ship, General",24
676bc35a2b3a105b2d4744e5,620999593,D6A3592,HONG  SEN 6,88,"Cargo ship, General",13
676bece82b3a105b2d4fa27d,413605410,BPWO5,BAO HONG 16,140,"Cargo ship, General",21
676c445c2b3a105b2d5f70f3,538004103,V7VE7,FORTUNE SUN,225,"Cargo ship, General",32
676c544e2b3a105b2d62155f,356328000,3EFC4,THOR FRIEND,116,"Cargo ship, General",20
676c690b2b3a105b2d65b16a,477317900,VRIF4,HEBEI TRIUMPH,295,"Cargo ship, General",46
676c6abe2b3a105b2d65ff05,413277920,LYT1,LU YUAN TUO 1,41,Tug,10
676c9cc12b3a105b2d6ed496,477183200,VRRX2,BBG FOREVER,199,"Cargo ship, General",32
676cc8ea2b3a105b2d771bfb,413274630,BSEC,TONG TU,160,"Other types of ship, General",30
676ce2412b3a105b2d7c8fdc,413499660,BPEJ4,KANG PING YONG SHUN,118,"Cargo ship, General",20
676d42de2b3a105b2d8fe541,414350060,BTYA,HUAYUN19,97,"Cargo ship, General",16
676d48bf2b3a105b2d90f85b,441103000,D7KV,KOREA VISION,97,"Tanker, General",16
676d5cd92b3a105b2d947cce,413536230,BPHF2,CHANG HANG AN ZHOU,127,"Tanker, General",19
676d616f2b3a105b2d954514,412207930,BOIW7,HONG YUAN 26,125,"Cargo ship, General",17
676d66902b3a105b2d961a95,413787250,@@@@@@@,KOJ,330,"Vessel, Fishing",86
676d90d92b3a105b2d9d595e,352003449,3E5114,ISABELLE M,199,"Cargo ship, General",32
676da6fa2b3a105b2da15b54,256153000,9HA5716,OCCITAN LISTRAC,170,"Cargo ship, General",27
676deb0e2b3a105b2dad286e,248605000,9HA2432,AMALFI,224,"Cargo ship, General",32
676df4522b3a105b2daeec33,477172600,VRRV6,DARYA RAMA,199,"Cargo ship, General",32
676e15c82b3a105b2db57aa4,357340000,3FOQ8,NEW SUCCESS,225,"Cargo ship, General",32
676e2d252b3a105b2db9f7cf,413439530,@@@@@@@,TIAN CHENG YE 01,110,"Vessel, Engaged in dredging or underwater operations",20
676e47dc2b3a105b2dbf2c9c,235112623,2ITG3,BERGE GROSSGLOCKNER,300,"Cargo ship, General",49
676e4c1a2b3a105b2dbffb48,636093303,5LQY6,JINMING 69,190,"Cargo ship, General",32
676e4c352b3a105b2dc00175,249660000,9HA4330,MEIN SCHIFF 6,295,"Passenger ship, General",36
676e5b752b3a105b2dc3221c,413465050,@@@@@@@,HUAQUANJUN1,135,"Vessel, Engaged in dredging or underwater operations",22
676e65652b3a105b2dc53899,236710000,ZDQS7,SEASTAR TROJAN,179,"Cargo ship, General",28
676eb5a52b3a105b2dd3d788,994126973,,BBWFB,10,,10
676ec0bc2b3a105b2dd5a6fd,413434650,BHAG2,DONG FANG 09,138,"Cargo ship, General",19
676ed32b2b3a105b2dd874f3,414780000,BRJR,BAO DA LING,189,"Cargo ship, General",32
676ede672b3a105b2dda05ca,477301400,VROT5,JING JIN HAI,225,"Cargo ship, Category X",32
676f194c2b3a105b2de27f80,352003358,3E7516,UNION GLORY,120,"Cargo ship, General",20
676f5a942b3a105b2ded8846,538006631,V7PH3,SEA MARATHON,229,"Cargo ship, General",32
676f614f2b3a105b2deea989,413576730,@@@@@@@,YUANXIANGYOU17,102,"Tanker, General",16
676f69ab2b3a105b2df00fcd,354727000,3EMI4,OSLO TRADER,172,"Cargo ship, General",28
676fb2a82b3a105b2df9e831,413500580,BMYW,SHUN AN DA689,99,"Cargo ship, General",15
6770043c2b3a105b2d04a707,636024659,5LTR8,HONG RUN 26,189,"Cargo ship, General",32
677018e42b3a105b2d072e9b,477056400,VRDQ5,COSCO OCEANIA,349,"Cargo ship, General",46
67701e1e2b3a105b2d07d4d7,312476000,V3MJ9,JIN DONG 1,103,"Cargo ship, General",16
6770465e2b3a105b2d0cef26,414851000,BPIC9,HONG TAI 865,200,"Cargo ship, General",35
677056872b3a105b2d0ef0db,412000098,1234567,QIONGLINYU11686,0,"Cargo ship, General",0
67707b482b3a105b2d12e6b7,414114000,BPTA,LONG QUAN,235,"Cargo ship, General",38
67707f652b3a105b2d135ef9,413595999,258,135,29,"Cargo ship, General",26
6770b4de2b3a105b2d1a40f9,533170107,9WLK6,SHINLINE 15,128,"Cargo ship, General",21
6770f6c32b3a105b2d23c9a1,354529000,3FIE9,DAEBO GLADSTONE,229,"Cargo ship, No additional information",32
67713cfc2b3a105b2d2d5c47,538007351,V7JE5,MAGIC P,225,"Cargo ship, General",32
6771458b2b3a105b2d2e5063,413322730,BBZN,HONG SHUN DA 7,88,"Cargo ship, General",13
677150bb2b3a105b2d2f88b9,414401290,BTJA2,YONG CHENG 166,113,"Tanker, General",16
67715c252b3a105b2d30c301,413159000,BPKB,XIN OU ZHOU,335,"Cargo ship, No additional information",43
677172952b3a105b2d3357a0,565741000,9VJJ8,WAN HAI 510,269,"Cargo ship, General",32
6771882e2b3a105b2d361a80,477424600,VRJG2,CSCL MARS,366,"Cargo ship, Category X",52
67719c7f2b3a105b2d38b793,477123500,VRWN3,JIA YI 27,178,"Cargo ship, General",28
6771b0a82b3a105b2d3b2d84,413263170,@@@@@@@,XING FA 198,95,"Cargo ship, General",18
6771bbe72b3a105b2d3c97b3,636023157,5LMH4,MSC ANCONA III,200,"Cargo ship, General",32
6771d6232b3a105b2d3fe860,636023966,5LQH7,ROSEBANK,300,"Cargo ship, General",49
6771e26f2b3a105b2d419a8f,413518040,BOGX,GUANG AN CHENG,180,"Cargo ship, General",32
6771f6572b3a105b2d44134c,412441000,BPXS4,JIE JUN 3,229,"Cargo ship, General",36
677229892b3a105b2d4b1656,574012854,3WOB9,TRUONG MINH DRAGON,136,"Cargo ship, General",20
677245692b3a105b2d4ea727,636016791,D5HU9,AQUAPROSPER,199,"Cargo ship, General",33
677255c22b3a105b2d50c6b9,413470510,,YUEZHONGSHANGONG9023,59,"Cargo ship, No additional information",14
677256322b3a105b2d50d6e2,538009520,V7A4842,TS KWANGYANG,170,"Cargo ship, Category X",28
6772e8442b3a105b2d5f6225,373651000,3EUU6,ZORINA,190,"Cargo ship, General",32
6772f4782b3a105b2d60acea,413093299,19,99995,386,"Vessel, Sailing",126
6772feae2b3a105b2d61ae13,468152178,00078,6,37,Tug,7
6773087d2b3a105b2d628c93,538003902,V7TX5,GANNET BULKER,190,"Cargo ship, General",32
677346ec2b3a105b2d68f036,354804000,3EIC3,BUNUN FORTUNE,180,"Cargo ship, General",30
677349eb2b3a105b2d694863,538003024,V7NV2,CLEAN THRASHER,183,"Tanker, Category OS",32
67734af52b3a105b2d696712,413239360,SSD,XIN TAI 128,126,"Cargo ship, General",19
67734c992b3a105b2d699828,538010201,V7A5744,LOWLANDS SUN,199,"Cargo ship, General",32
67736c092b3a105b2d6cd5b7,538003225,V7PG6,MAGNUM ENERGY,190,"Cargo ship, General",32
6773704e2b3a105b2d6d4ab6,416075000,BHKC,WAN HAI 101,144,"Cargo ship, General",22
6773a2372b3a105b2d72ca65,477966700,VRVY5,SITC CHANGDE,172,"Cargo ship, Category X",29
6773c0532b3a105b2d7671c1,412033077,0,077,50,"Vessel, Fishing",8
6773c5e02b3a105b2d772320,352003996,3E5388,TIAN HAO 18,225,"Cargo ship, General",32
6773cfe22b3a105b2d7840c0,412611532,XIPU,,0,"Vessel, Fishing",0
6773f22e2b3a105b2d7bce54,413604860,BPWO7,XING TONG 17,99,"Tanker, Category Y",16
6773fcc52b3a105b2d7cc245,636020205,D5YD2,EVER SHINING,229,"Cargo ship, General",32
67742c102b3a105b2d80e989,257596000,LAKN8,BELHAVEN,199,"Cargo ship, General",32
67743aaa2b3a105b2d820659,312376000,V3PE5,JINDA828,160,"Cargo ship, General",24
67744da22b3a105b2d8392d9,413604890,@@@@@@@,QING HAI YOU 77,105,"Tanker, General",16
67745e1a2b3a105b2d84e577,413486380,@@@@@@@,YUEDONGGUANCHUI1333,77,"Other types of ship, General",18
677478512b3a105b2d8768cf,414841000,BPHE5,HONG TAI 869,200,"Cargo ship, General",35
67749b8a2b3a105b2d8afbd8,412472210,CP,YUE XIN HE 238,66,"Cargo ship, General",14
6774a0a82b3a105b2d8b7ac5,412460590,@@@@@@@,YUEXINHUIHUO8256,59,"Cargo ship, General",13
6774c99c2b3a105b2d8fdde0,273611980,UBAZ9,MIKHAIL ROBKANOV,146,"Cargo ship, No additional information",23
6774d25e2b3a105b2d90b312,232008553,MBDY9,SARAH,190,"Cargo ship, General",32
6774e3f12b3a105b2d924eb3,412438840,BLGG4,XING LONG ZHOU 169,96,"Tanker, General",13
6774ec492b3a105b2d932ac3,477182500,VRLG3,SITC FANGCHENG,143,"Cargo ship, Category X",23
6775034e2b3a105b2d9580d3,636018908,D5RZ2,DIONISIS,199,"Cargo ship, General",32
67752c712b3a105b2d995e5d,373349000,3EWT7,SHENG LU,170,"Cargo ship, General",27
677545472b3a105b2d9bc280,373455000,3EXG3,GRANDE FORTUNA,125,"Cargo ship, General",21
6775456a2b3a105b2d9bc613,371951000,3FAI,AMIS POWER,200,"Cargo ship, General",32
677549902b3a105b2d9c25ea,413564860,BPIT5,YANGTZE TRADER,148,"Cargo ship, General",23
67756cce2b3a105b2d9f315a,357461000,3ENC7,ASHICO HARMONY,121,"Cargo ship, General",20
67756e032b3a105b2d9f4734,412900859,11429,QONGDANYU00859,33,"Vessel, Fishing",9
67756e9a2b3a105b2d9f5171,511101569,T8A5007,HIROMI,93,"Cargo ship, General",16
67757d602b3a105b2da06d71,356993000,3FDU9,SHUN DA,190,"Cargo ship, General",32
6775c2ff2b3a105b2da54f79,563247600,9V7806,EVER WILL,172,"Cargo ship, Category OS",32
6775c84f2b3a105b2da5c48c,440341000,D7BH,PEGASUS TERA,145,"Cargo ship, General",22
6775d1e72b3a105b2da6ab3f,477813500,VRKS2,ZHE HAI 1,179,"Cargo ship, General",28
67760f072b3a105b2dac58dc,352004513,3E6799,GOLDEN CONCORD,110,"Cargo ship, General",18
677612552b3a105b2dacb050,668116273,S9Z20,HOANG TRIEU 99,97,"Cargo ship, General",16
67761bd22b3a105b2dada849,538005368,V7DC9,AGNES,225,"Cargo ship, General",32
677621f72b3a105b2dae41ba,636023708,5LPA6,CASABLANCA TIGER,190,"Cargo ship, General",32
677653e12b3a105b2db49a4d,413293440,BOSQ4,GAO YUAN 7,180,"Cargo ship, General",27
67766caf2b3a105b2db94d98,412017820,BOOP6,JIN HANG TING 36,29,"Other types of ship, General",10
6776b4852b3a105b2dc5dbce,372596000,3EZM8,MAERSK NORDDAL,172,"Cargo ship, General",33
6776be1a2b3a105b2dc74a3a,477463500,VRMJ6,COSCO ASHDOD,261,"Cargo ship, Category X",32
6776d1462b3a105b2dca37a1,413608240,BRVQ,HAOBANG89,150,"Cargo ship, General",22
6776e68e2b3a105b2dcd4718,412501921,@@@@@@@,GUIBEIYU61666,50,"Vessel, Fishing",8
677711162b3a105b2dd32dd8,413804668,04668,,25,"Vessel, Fishing",6
677718602b3a105b2dd47b3f,413456660,,XING RUN 69,67,"Cargo ship, General",12
67772a752b3a105b2dd7f3ba,412511195,@@@@@@@,@@@@@@@@@@@@@@@@@@@@,0,"Other types of ship, General",0
677732db2b3a105b2dd98b8f,412222222,988,988,0,Not available / no ship,0
677746652b3a105b2ddcb0ba,413567170,0000,YUAN TAI LI 881,88,"Cargo ship, General",17
677749fa2b3a105b2ddd706c,413577990,0000000,YUANTAILI882,88,"Cargo ship, General",17
677760c02b3a105b2de14326,371545000,3EDC4,FORTUNE PROSPERITY,225,"Cargo ship, General",32
677767332b3a105b2de26f24,538009353,V7A4631,SSI_INTERCEPTOR,199,"Cargo ship, General",32
67776ff22b3a105b2de428d2,352004841,3E7075,EVER BLESSING,139,"Cargo ship, General",20
677778ef2b3a105b2de5f685,352002769,3E5064,AFRICAN PREDATOR,200,"Cargo ship, General",32
677798ce2b3a105b2dec889a,533170807,9M3148,BILLION STAR,176,"Cargo ship, General",30
6777d24c2b3a105b2df67e28,441432000,D7XH,STAR EXPRESS,143,"Cargo ship, General",23
6777f84d2b3a105b2dfc865e,477922400,VRVD7,SITC YIHE,146,"Cargo ship, Category X",24
6777fdfd2b3a105b2dfd76b3,538005355,V7CZ8,NO.5 OCEAN PIONEER,146,"Tanker, Category Y",24
677802772b3a105b2dfe3952,356237000,3FRN2,ETERNITY   SW,190,"Cargo ship, General",32
67783a932b3a105b2d058b59,352003563,3E5207,LUCKY GLORY 2,225,"Cargo ship, General",33
67786ab62b3a105b2d0bba7c,413290380,@@@@@@@,TIAN MING 666,78,"Cargo ship, General",14
67787cda2b3a105b2d0e634d,413316260,BOWQ6,MING HAO 8,134,"Cargo ship, General",20
677896c72b3a105b2d120df7,563501000,9V2272,JANESIA ASPHALT V,110,"Tanker, General",18
6778aac62b3a105b2d14d1a6,413394870,@@@@@@@,SIDA666,43,Port tender,9
6778acf52b3a105b2d15248f,181818181,8686868,68682,26,"Vessel, Fishing",6
6778c1852b3a105b2d17fcbd,352004958,3E7176,CHANG XIA,149,"Cargo ship, General",22
6778c2592b3a105b2d1821f4,477730700,VRPE3,DHT LEOPARD,333,"Tanker, General",60
6778d3852b3a105b2d1ae131,352002139,3E3814,HUIHAI ATLANTIC,244,"Tanker, General",42
677914112b3a105b2d255266,413248730,,YUE HENG HAI178,56,"Cargo ship, General",12
67793e152b3a105b2d2bc8b3,413272050,BOBD3,EN JIE 11,190,"Cargo ship, General",34
677958f52b3a105b2d2fdd30,352001550,3E2553,WELLGEM,225,"Cargo ship, General",32
6779973d2b3a105b2d38fdeb,413497390,BPFF7,CHENG TAI AN HANG,160,"Cargo ship, General",45
67799c372b3a105b2d39a448,538008189,V7A2061,SAO EBBA,333,"Cargo ship, General",60
67799c9d2b3a105b2d39b1e7,994126781,,MM TO BSD 6         ,0,,0
67799d402b3a105b2d39c903,994126776,,MM TO BSD 1         ,0,,0
67799d402b3a105b2d39c90d,994126777,,MM TO BSD 2         ,0,,0
67799df82b3a105b2d39e1f2,994126778,,MM TO BSD 3         ,0,,0
67799f6b2b3a105b2d39fd04,994126779,,MM TO BSD 4         ,0,,0
67799f702b3a105b2d39fd8d,994126780,,MM TO BSD 5         ,0,,0
6779b51d2b3a105b2d3c9481,413600690,BPVP6,AN JI HAI YANG,73,"Other types of ship, General",14
6779d1fd2b3a105b2d40b873,413362890,,YI HANG JUN 518,64,"Vessel, Engaged in dredging or underwater operations",14
6779dcbe2b3a105b2d420760,413800223,00233,00233,974,"Vessel, Fishing",70
6779e1362b3a105b2d429eb7,413264920,BOSH6,SHUN AN 669,99,"Cargo ship, General",24
6779eb6a2b3a105b2d442c72,667001498,9LU2301,ALTAY,92,"Cargo ship, General",14
677a03da2b3a105b2d47acbd,441642000,D7EY,PACIFIC ACE,200,"Cargo ship, General",32
677a17432b3a105b2d4aa05a,413330290,BOPK8,XIANGYANGHONG  18,87,"Other types of ship, General",13
677a2c3d2b3a105b2d4e1889,412351390,@@@@@@@,FENG WANG 15,87,"Cargo ship, General",16
677a49502b3a105b2d527864,413285750,BOQY5,SU RUI 139,95,"Tanker, General",17
677a7fe42b3a105b2d59defd,305703000,V2QL8,O7 VEGA S,132,"Cargo ship, No additional information",16
677b09af2b3a105b2d6c88d6,413276590,@@@@@@@,ZHEN XIN 20,107,"Cargo ship, General",20
677b0ea52b3a105b2d6d63db,413297690,BOTP2,DE QING,72,Tug,17
677b0fb02b3a105b2d6d9b0c,636021689,5LFF4,DING HENG 26,124,"Tanker, Category Y",20
677b1b512b3a105b2d6fbd8e,352004516,3E6807,GLORIETTA,120,"Cargo ship, General",21
677b2c432b3a105b2d72e475,413434550,@@@@@@@,AN QIANG 97,81,"Cargo ship, General",13
677b497e2b3a105b2d7755ef,636018656,D5QT3,FENG MAY,228,"Cargo ship, General",36
677b6a1a2b3a105b2d7bce6c,413537230,BPHJ3,HONG WEI YONG QIANG,190,"Cargo ship, General",31
677b74302b3a105b2d7d0861,538006061,V7JJ8,ULTRA ALPHA,200,"Cargo ship, General",32
677b8dbc2b3a105b2d7fcf51,373497000,3EUB6,CMB MEDOC,235,"Cargo ship, General",38
677bc2172b3a105b2d88149a,413586710,BPVG3,YUAN SHAN 1,100,"Tanker, General",17
677bd2542b3a105b2d8a84b1,636019439,D5UN5,IVESTOS I,225,"Cargo ship, General",32
677bf7f62b3a105b2d90db80,414277000,BPLL2,NAN XIN 7,225,"Cargo ship, General",32
677c21f62b3a105b2d969028,357465000,3FYE9,ROYAL CHIBA,190,"Cargo ship, General",32
677c34282b3a105b2d991474,525125037,YDZI2,MBS BULELENG,190,"Cargo ship, General",32
677c42e42b3a105b2d9b400e,538008021,V7SS8,PAPAYIANNIS III,196,"Cargo ship, General",32
677c4f3b2b3a105b2d9cf90e,412488586,13688,13688,50,"Vessel, Fishing",7
677c9d222b3a105b2daad5fa,352004298,3E6621,FUSHENG19,147,"Cargo ship, General",21
677ca3872b3a105b2dabd365,352002507,3E2659,JI HANG 15,147,"Cargo ship, General",21
677cd4e32b3a105b2db3da4c,413389370,@@@@@@@,RUI ZE1,114,"Cargo ship, General",24
677cd66a2b3a105b2db40d52,413352620,BHSO,HAI CHANG XIN,97,"Cargo ship, General",16
677ce9382b3a105b2db7063e,413823000,BPXT6,CHENGRUI8,173,"Cargo ship, General",24
677cfeed2b3a105b2dbafdf2,636020871,5LBC9,MSC RIONA,184,"Cargo ship, Category X",25
677d0b422b3a105b2dbd0f2a,477252900,VRQE2,HUA SHENG HAI,229,"Cargo ship, General",33
677d24682b3a105b2dc1623a,477941700,VRVZ5,CL ZHANGJIAJIE,199,"Cargo ship, General",32
677d25a12b3a105b2dc19a6a,538009594,V7A4931,PRINCESS ETERNITY,292,"Cargo ship, General",45
